Name,Size,Type,Tag,Alignment,Fly/Hover/Swim,CR,Source book,Source page,Spell user,Legendary actions,Lair actions,Abilities,Actions,Reaction,Arctic,Coastal,Desert,Forest,Grassland,Hill,Mountain,Swamp,Underdark,Underwater,Urban,Other,,Credits
Mirt,Medium,Humanoid,Human,Chaotic good,,9,WDH,211,n,n,n,,,,,,,,,,,,,,ø,,,
Mite,Small,Fey,,Lawful evil,,1/8,FEF,171,y,n,n,,,,,,,,,,,,x,,,,,
Mithril Guard,Medium,Humanoid,Human,Unaligned,,7,MaDC,94,n,n,n,,,,,,,,,,,,,,ø,,,
Mngwa,Medium,Aberration,,Neutral evil,,4,ToB,293,n,n,n,,,,,,,,,ø,ø,,,,,,,
Mold Zombie,Medium,Undead,,Chaotic evil,,3,CC,395,n,n,n,,,,,,,,,,,,,,,,,
Moloch,Large,Fiend,"Devil, Archdevil",Lawful evil,,21,MToF,177,y,y,n,,,,,,,,,,,,,,,ø,,
Molydeus,Huge,Fiend,Demon,Chaotic evil,,21,MToF,134,y,y,n,,,,,,,,,,,,,,,ø,,
Mommy Warrior,Medium,Undead,,Lawful evil,,6,MaDC,134,n,n,n,,,,,,ø,,,,,,,,ø,,,
Monarch Skeleton,Medium,Undead,,Neutral evil,,9,CC,341,n,n,n,,,,,,,,,,,,,,,,,
Mongrelfolk,Medium,Humanoid,Mongrelfolk,Any alignment,,1/4,CoS,234,n,n,n,,,,,,,ø,,ø,ø,ø,ø,,,,,
Monkey King,Medium,Celestial,Simian,Neutral,,21,CC,337,n,y,n,,,,,,,,,,,,,,,,,
Monodrone,Medium,Construct,Modron,Lawful neutral,,1/8,MM,224,n,n,n,,,,,,,,,,,,,,,ø,,
Monolith Champion,Large,Construct,,Unaligned,,8,ToB,294,n,n,n,,,,ø,,,,,,ø,,,,ø,,,
Monolith Footman,Large,Construct,,Unaligned,,3,ToB,295,n,n,n,,,,ø,,,,,,ø,,,,ø,,,
Monstrous crayfish,Large,Beast,Aquatic,Unaligned,,2,FEF,70,n,n,n,,,,,x,,,,,,x,,x,,,,
Moon Drake,Medium,Dragon,Drake,Neutral,,5,CC,129,n,n,n,"Curative Saliva, Moonbound","Multiattack, Bite, Claw, Moonlight Nip, Lunarbeam",Form of Moonlight,,,,,,,,,,,,,,
Moon Nymph,Medium,Aberration,,Chaotic evil,,8,CC,269,n,n,n,,,,,,,,,,,,,,,,,
Moon Priestess,Large,Monstrosity,Minotaur,Chaotic evil,,7,CC,267,y,n,n,,,,,,,,,,,,,,,,,
Moonchild Naga,Large,Monstrosity,,Neutral evil,,6,CC,273,y,n,n,,,,,,,,,,,,,,,,,
Mordant Snare,Gargantuan,Aberration,,Chaotic evil,,15,ToB,296,n,n,n,,,,,,,,,,,,,,,,,
Morko,Small,Fey,,Chaotic evil,,1/4,CC,270,n,n,n,,,,,,,,x,,,,,,,,,
Morkoth,Medium,Aberration,,Chaotic evil,,11,VGtM,178,y,n,y,,,,,x,,,,,,,,x,,,,
Mormesk The Wraith,Medium,Undead,,Neutral evil,,3,LMoP,59,n,n,n,,,,,,,,,,,,,,,,,
Morphlit,Small,Aberration,,Chaotic evil,,2,MaDC,131,n,n,n,,,,ø,ø,ø,ø,ø,ø,ø,ø,ø,ø,,,,TftYP - Tales from the Yawning Portal
Morphoi,Medium,Plant,,Chaotic evil,,1/2,ToB,297,n,n,n,,,,,ø,,,,,,,,ø,,,,
Morvudd,Large,Fiend,Demon,Unaligned,,7,MaDC,132,n,n,n,,,,,,,,,,,,,,,ø,,
Moss Lurker,Small,Humanoid,,Chaotic neutral,,1,ToB,298,n,n,n,,,,,,,ø,,ø,,ø,,,,,,
Mother Hydra,Huge,Monstrosity,Deep One,Chaotic evil,,24,MaDC,133,n,y,n,,,,,,,,,,,,,ø,,ø,,
Mountain Giant,Gargantuan,Giant,,Neutral evil,,21,CC,185,n,y,y,"Legendary Resistance, Magic Resistance, Mountain Master, Siege Monster","Multiattack, Slam, Boulder, Boulder Spray",,,,,,,,,,,,,,,
Mouse King,Small,Fey,"Shapechanger, Animal Lord",Neutral,,11,CC,28,y,y,y,,,,,,,,,,,,,,,,,
Mouth of Grolantor,Huge,Giant,Hill Giant,Chaotic evil,,6,VGtM,149,n,n,n,,,,,,,,x,x,,,,,,,,
Mud Golem,Small,Construct,,Unaligned,,1,CC,201,n,n,n,,,,x,x,x,x,x,x,x,x,x,x,x,,,
Mud Mephit,Small,Elemental,,Neutral evil,,1/4,MM,216,n,n,n,,,,,,,,,,,x,,,,,,
Muiral,Large,Monstrosity,,Chaotic evil,,13,WDotMM,314,y,y,n,,,,,,,,,,,,ø,,,,,
Mule,Medium,Beast,,Unaligned,,1/8,MM,333,n,n,n,,,,,,x,,,x,,,,,x,,,
Mummy,Medium,Undead,Mummy,Lawful evil,,3,MM,228,n,n,n,,,,,,x,,,,,,,,,,,
Mummy Lord,Medium,Undead,Mummy,Lawful evil,,15,MM,229,y,y,n,,,,,,x,,,,,,,,,,,
Mummy Lord (in lair),Medium,Undead,Mummy,Lawful evil,,16,MM,229,y,y,y,,,,,,x,,,,,,,,,,,
Mummy of the deep,Medium,Undead,Aquatic,Neutral evil,,2,FEF,173,n,n,n,,,,,x,,,,,,x,x,,,,,
Murder crow,Medium,Undead,,Chaotic evil,,3,FEF,174,n,n,n,,,,,,,x,x,x,,,,,,,,
Mustard jelly,Large,Ooze,,Unaligned,,5,FEF,151,n,n,n,,,,,,,,,,,x,,,,,,
Mutant Troll,Large,Giant,,Chaotic evil,,6,MaDC,207,n,n,n,,,,,,,,,,,ø,ø,,,,,
Mutant Troll,Large,Giant,,Chaotic evil,,7,MaDC,207,n,n,n,,,,,,,,,,,ø,ø,,,,,
Mwaxanaré,Medium,Humanoid,Human,Lawful neutral,,1/8,ToA,228,y,n,n,,,,,,,,,,,,,,,,,
Myconid Adult,Medium,Plant,Myconid,Lawful neutral,,1/2,MM,232,n,n,n,,,,,,,,,,,,x,,,,,
Myconid Sovereign,Large,Plant,Myconid,Lawful neutral,,2,MM,232,n,n,n,,,,,,,,,,,,x,,,,,
Myconid Sprout,Small,Plant,Myconid,Lawful neutral,,0,MM,230,n,n,n,,,,,,,,,,,,x,,,,,
Myling,Small,Undead,,Chaotic evil,,2,ToB,301,n,n,n,,,,ø,,,,,,,,ø,,,,,
Myr,Small,Construct,Myr,Neutral,,1/4,MaDC,135,n,n,n,,,,,,,,,,,,,,ø,,,
Myr Battlesphere,Huge,Construct,Myr,Neutral,,5,MaDC,136,n,n,n,,,,,,,,,,ø,,,,ø,,,
Mytholabe,Large,Construct,,Unaligned,,9,CC,271,y,n,n,,,,,,,,,,,,,,,,,
Nabassu,Medium,Fiend,Demon,Chaotic evil,,15,MToF,135,n,n,n,,,,,,,,,,,x,x,,x,ø,,
Nachzehrer,Medium,Undead,,Chaotic evil,,8,CC,272,n,n,n,,,,,,,,,,,,,,,,,
Naergoth Bladelord,Medium,Undead,,Neutral evil,,11,RoT,90,n,n,n,,,,,,,,,,,,,,,,,
Nagpa,Medium,Humanoid,Nagpa,Neutral evil,,17,MToF,215,y,n,n,,,,,x,x,x,,,,x,x,,x,,,
Naina,Large,Dragon,,Lawful evil,,11,ToB,302,y,n,n,,,,,,,ø,,,,,,,ø,,,
Naina (in humanoid form),Medium,Fey,,Lawful evil,,11,ToB,302,y,n,n,,,,,,,,,,,,,,,,,
Nalfeshnee,Large,Fiend,Demon,Chaotic evil,,13,MM,62,n,n,n,,,,,,,,,,,,,,,ø,,
Nalusa Falaya,Medium,Aberration,,Neutral evil,,1/2,CC,274,n,n,n,,,,,,,,x,,,,,,x,,,
Narrak,Medium,Humanoid,Derro,Chaotic evil,,2,OotA,232,y,n,n,,,,,,,,,,,,,,,,,
Narzugon,Medium,Fiend,Devil,Lawful evil,,13,MToF,167,n,n,n,,,,,,,,,,,,,,,ø,,
Necromancer,Medium,Humanoid,,Any alignment,,9,TftYP,241,y,n,n,,,,,,,,,,,,,,,,,
Necromancer,Medium,Humanoid,Any Race,Any alignment,,9,VGtM,217,y,n,n,,,,,,x,,,,,,,,x,,,
Necromancer,Medium,Humanoid,,Any evil,,6,CC,404,y,n,n,,,,,,,,,,,,,,,,,
Necrophage Ghast,Medium,Undead,Ghoul,Chaotic evil,,4,CC,175,y,n,n,"Necrophage Stench, Turning Defiance, Spellcasting","Bite, Claws",,,,,,,,,,,,,,,
Necrotic Tick,Tiny,Beast,,Unaligned,,1/4,CC,275,n,n,n,,,,x,x,x,x,x,x,x,x,x,x,x,,,
Needle Blight,Medium,Plant,,Neutral evil,,1/4,MM,32,n,n,n,,,,,,,x,,,,,,,,,,
Neogi,Small,Aberration,,Lawful evil,,3,VGtM,180,n,n,n,,,,,,,,,x,,,x,,,,,
Neogi Hatchling,Tiny,Aberration,,Lawful evil,,1/8,VGtM,179,n,n,n,,,,,,,,,x,,,x,,,,,
Neogi Master,Medium,Aberration,,Lawful evil,,4,VGtM,180,y,n,n,,,,,,,,,x,,,x,,,,,
Neophron,Medium,Fiend,"Demon, Shapechanger",Chaotic evil,,8,CC,86,n,n,n,"Shapechanger, Keen Sight and Smell, Magic Resistance","Multiattack, Bite, Claq",,,,,,,,,,,,,,,
Neothelid,Gargantuan,Aberration,,Chaotic evil,,11,VGtM,181,y,n,n,,,,,,,,,,,,x,,,,,
Neothelid,Gargantuan,Aberration,,Chaotic evil,,13,WDotMM,315,y,n,n,,,,,,,,,,,,ø,,,,,
Nereid,Medium,Fey,,Any chaotic,,2,TftYP,240,n,n,n,,,,,,,,,,,,,,,,,
Neronvain,Medium,Humanoid,Elf,Neutral evil,,9,RoT,91,n,n,n,,,,,,,,,,,,,,,,,
Nezznar The Black Spider,Medium,Humanoid,Elf,Neutral evil,,2,LMoP,59,y,n,n,,,,,,,,,,,,,,,,,
Ngobou,Large,Beast,Dinosaur,Unaligned,,5,ToB,115,n,n,n,,,,,,,,ø,ø,,,,,,,,
Nian,Large,Monstrosity,,Chaotic neutral,,4,CC,276,n,n,n,,,,,,,,,,,,,,,,,
Nichny,Medium,Fey,,Neutral evil,,6,ToB,302,y,n,n,,,,,,,ø,,,,ø,,,,,,
Night Hag,Medium,Fiend,,Neutral evil,,5,MM,178,y,n,n,,,,,,,,,,,,,,,ø,,
Night Scorpion,Large,Beast,,Unaligned,,3,ToB,340,n,n,n,,,,,,ø,,,,,,ø,,,,,
Night-Gaunt,Medium,Aberration,Deamlander,Chaotic evil,,9,MaDC,137,n,n,n,,,,,,,,,,,,,,,ø,,
Nightgarm,Large,Monstrosity,,Chaotic evil,,6,ToB,305,y,n,n,,,,ø,,,ø,,ø,,,,,,,,
Nightgaunt,Large,Aberration,,Lawful evil,,10,CC,277,n,n,n,,,,,,,,,,,,,,,,,
Nightmare,Large,Fiend,,Neutral evil,,3,MM,235,n,n,n,,,,,,,,,,,,,,,ø,,
Nightmare Troll,Large,Fiend,,Neutral evil,,7,MaDC,208,n,n,n,,,,,,,,,,,,ø,,,ø,,
Nightveil Specter,Medium,Undead,,Neutral evil,,10,GGtR,215,n,n,n,,,,,,,,,,,,ø,,ø,,,
Nightwalker,Huge,Undead,,Chaotic evil,,20,MToF,216,n,n,n,,,,x,,x,,,,,x,x,,,,,
Nihilethic Zombie,Medium,Undead,,Neutral evil,,1,ToB,9,n,n,n,,,,,,,,,,ø,,,,ø,ø,,
Nilborg,Small,Humanoid,Goblinoid,Chaotic evil,,1,VGtM,182,y,n,n,,,,,,,x,,x,,,x,,,,,
Nimblewright,Medium,Construct,,Unaligned,,4,WDH,212,n,n,n,,,,,,,,,,,,,,ø,,,
Ningyo,Small,Aberration,,Neutral evil,,7,CC,278,n,n,n,,,,,,,,,,,,,,,,,
Niv-Mizzet,Gargantuan,Dragon,,Chaotic neutral,,26,GGtR,241,y,y,n,,,,,,,,,,,,,,ø,,,
Nivix Cyclops,Large,Giant,,Unaligned,,8,GGtR,216,n,n,n,,,,,,,,,,,,,,ø,,,
Nix Riversong,Medium,Humanoid,Elf,Unaligned,,21,MaDC,99,y,y,n,,,,,,,,,,,,,,ø,,,
Nkosi,Medium,Humanoid,,Lawful neutral,,1/2,ToB,306,n,n,n,,,,,,ø,,ø,ø,,,,,ø,,,
Nkosi Pridelord,Medium,Humanoid,,Lawful neutral,,4,ToB,306,n,n,n,,,,,,ø,,ø,,,,,,,,,
Noble,Medium,Humanoid,Any Race,Any alignment,,1/8,MM,348,n,n,n,,,,,,,,,,,,,,x,,,
Noctiny,Medium,Humanoid,,Neutral evil,,2,ToB,308,y,n,n,,,,,,,,,,,,,,ø,,,
Nodosaurus,Large,Beast,Dinosaur,Unaligned,,1,CC,109,n,n,n,Swamp Camouflage,Tail,,,,,,x,,,x,,,,,,
Nothic,Medium,Aberration,,Neutral evil,,2,LMoP,60,n,n,n,,,,,,,,,,,,ø,,,,,
Nothic,Medium,Aberration,,Neutral evil,,2,MM,236,n,n,n,,,,,,,,,,,,x,,,,,
Nupperibo,Medium,Fiend,Devil,Lawful evil,,1/2,MToF,168,n,n,n,,,,,,,,,,,,,,,ø,,
Nycaloth,Large,Fiend,Yugoloth,Neutral evil,,9,MM,314,y,n,n,,,,,,,,,,,,,,,ø,,
Oaken Bolter,Medium,Construct,,Unaligned,,5,MToF,126,n,n,n,,,,,,,x,x,x,x,,,,,,,
Oblex Spawn,Tiny,Ooze,Oblex,Lawful evil,,1/4,MToF,217,n,n,n,,,,,,,,,,,x,x,,x,,,
Obzedat Ghost,Medium,Undead,,Lawful evil,,8,GGtR,245,y,y,n,,,,,,,,,,,,,,ø,ø,,
Ochre Jelly,Large,Ooze,,Unaligned,,2,LMoP,60,n,n,n,,,,,,,,,,,,ø,,,,,
Ochre Jelly,Large,Ooze,,Unaligned,,2,MM,243,n,n,n,,,,,,,,,,,,x,,,,,
Octopus,Small,Beast,,Unaligned,,0,MM,333,n,n,n,,,,,ø,,,,,,,,ø,,,,
Oculo Swarm,Large,Monstrosity,Swarm,Neutral evil,,4,ToB,309,n,n,n,,,,,,,,,,,,,,,,,
Ogre,Large,Giant,,Chaotic evil,,2,LMoP,60,n,n,n,,,,ø,ø,ø,ø,ø,ø,ø,ø,ø,,,,,
Ogre,Large,Giant,,Chaotic evil,,2,MM,237,n,n,n,,,,x,x,x,x,x,x,x,x,x,,,,,
"Ogre ""Big Boss""",Large,Giant,Ogre,Chaotic evil,,5,MaDC,141,n,n,n,,,,ø,,,ø,ø,ø,ø,ø,ø,,,,,
Ogre Battering Ram,Large,Giant,Ogre,Chaotic evil,,4,MToF,220,n,n,n,,,,,,,,x,x,,,,,,,,
Ogre Bolt Launcher,Large,Giant,Ogre,Chaotic evil,,2,MToF,220,n,n,n,,,,,,,,x,x,,,,,,,,
Ogre Chain Brute,Large,Giant,Ogre,Chaotic evil,,3,MToF,221,n,n,n,,,,,,,,x,x,,,,,,,,
Ogre Howdah,Large,Giant,Ogre,Chaotic evil,,2,MToF,221,n,n,n,,,,,,,,x,x,,,,,,,,
Ogre Zombie,Large,Undead,,Neutral evil,,2,MM,316,n,n,n,,,,,,,,,,,,,,ø,,,
Ogrémoch,Gargantuan,Elemental,,Neutral evil,,20,PotA,216,y,y,y,,,,,,,,,,,,,,,,,
Ogrillon Sellsword,Medium,Humanoid,Orc,Chaotic evil,,3,MaDC,157,n,n,n,,,,ø,,,ø,ø,ø,ø,ø,ø,,,,,
Ogrillon Warmage,Large,Giant,"Ogre, Orc",Chaotic evil,,5,MaDC,148,y,n,n,,,,ø,,,ø,ø,ø,ø,ø,ø,,,,,
Oinoloth,Medium,Fiend,Yugoloth,Neutral evil,,12,MToF,251,y,n,n,,,,,,x,,,,,,x,,,ø,,
Olhydra,Huge,Elemental,,Neutral evil,,18,PotA,218,y,y,y,,,,,,,,,,,,,,,,,
Oliphaunt,Gargantuan,Beast,,Unaligned,,8,CC,280,n,n,n,,,,,,,,,,,,,,,,,
Olive slime,Large,Plant,Fungus,Unaligned,,0,FEF,176,n,n,n,,,,,,,,,,,,x,,,,,
Olive slime zombie,Medium,Plant,,Neutral evil,,1/2,FEF,177,n,n,n,,,,,,,,,,,,x,,,,,
One-Eyed Shiver,Medium,Humanoid,Human,Chaotic evil,,3,PotA,207,y,n,n,,,,,,,,,,,,,,,,,
Oni,Large,Giant,,Lawful evil,,7,MM,239,y,n,n,,,,,,,x,,,,,,,x,,,
Oozasis,Gargantuan,Ooze,,Unaligned,,9,ToB,310,n,n,n,,,,,,ø,,,,,,,,,,,
Ooze Master,Huge,Undead,,Lawful evil,,10,TftYP,241,y,n,n,,,,,,,,,,,,,,,,,
Ophanim,Large,Celestial,Angel,Lawful good,,16,CC,18,y,n,n,,,,,,,,,,,,,,,,,
Orc,Medium,Humanoid,Orc,Chaotic evil,,1/2,LMoP,61,n,n,n,,,,,,,,,,,,,,,,,
Orc,Medium,Humanoid,Orc,Chaotic evil,,1/2,MM,246,n,n,n,,,,x,,,x,x,x,x,x,x,,,,,
Orc Acolyte,Medium,Humanoid,Orc,Chaotic evil,,1,MaDC,149,y,n,n,,,,ø,,,ø,ø,ø,ø,ø,ø,,,,,
Orc Berserker,Medium,Humanoid,Orc,Chaotic evil,,1,MaDC,139,n,n,n,,,,ø,,,ø,ø,ø,ø,ø,ø,,,,,
Orc Berserker,Medium,Humanoid,Orc,Chaotic evil,,1,MaDC,140,n,n,n,,,,ø,,,ø,ø,ø,ø,ø,ø,,,,,
Orc Blackguard,Medium,Humanoid,Orc,Chaotic evil,,5,MaDC,152,y,n,n,,,,ø,,,ø,ø,ø,ø,ø,ø,,,,,
Orc Blade of Ilneval,Medium,Humanoid,Orc,Chaotic evil,,4,VGtM,183,n,n,n,,,,,,,x,x,x,x,,x,,,,,
Orc Brute,Medium,Humanoid,Orc,Chaotic evil,,1,MaDC,140,n,n,n,,,,ø,,,ø,ø,ø,ø,ø,ø,,,,,
Orc Champion,Medium,Humanoid,Orc,Chaotic evil,,4,MaDC,153,n,n,n,,,,ø,,,ø,ø,ø,ø,ø,ø,,,,,
Orc Claw of Luthic,Medium,Humanoid,Orc,Chaotic evil,,2,VGtM,183,y,n,n,,,,,,,x,x,x,x,,x,,,,,
Orc Cutthroat,Medium,Humanoid,Orc,Neutral evil,,3,MaDC,141,n,n,n,,,,ø,,,ø,ø,ø,ø,ø,ø,,,,,
Orc Demonologist,Medium,Humanoid,Orc,Chaotic evil,,4,MaDC,144,n,n,n,,,,ø,,,ø,ø,ø,ø,ø,ø,,,,,
Orc Eye of Gruumsh,Medium,Humanoid,Orc,Chaotic evil,,2,MM,247,y,n,n,,,,x,,,x,x,x,x,x,x,,,,,
Orc Fire Eater,Medium,Humanoid,Orc,Chaotic evil,,2,MaDC,145,y,n,n,,,,ø,,,ø,ø,ø,ø,ø,ø,,,,,
Orc Hand of Gruumsh,Medium,Humanoid,Orc,Chaotic evil,,3,MaDC,146,y,n,n,,,,ø,,,ø,ø,ø,ø,ø,ø,,,,,
Orc Hand of Yurtrus,Medium,Humanoid,Orc,Chaotic evil,,2,VGtM,184,y,n,n,,,,,,,x,x,x,x,,x,,,,,
Orc Hunter,Medium,Humanoid,Orc,Chaotic evil,,2,MaDC,153,n,n,n,,,,ø,,,ø,ø,ø,ø,ø,ø,,,,,
Orc Marauder,Medium,Humanoid,Orc,Chaotic evil,,1,MaDC,154,n,n,n,,,,ø,,,ø,ø,ø,ø,ø,ø,,,,,
Orc Mystic,Medium,Humanoid,Orc,Chaotic evil,,1/2,MaDC,145,y,n,n,,,,ø,,,ø,ø,ø,ø,ø,ø,,,,,
Orc Necromancer,Medium,Humanoid,Orc,Chaotic evil,,4,MaDC,147,y,n,n,,,,ø,,,ø,ø,ø,ø,ø,ø,,,,,
Orc Nurtured One of Yurtrus,Medium,Humanoid,Orc,Chaotic evil,,1/2,VGtM,184,n,n,n,,,,,,,x,x,x,x,,x,,,,,
Orc Occultist,Medium,Humanoid,Orc,Chaotic evil,,2,MaDC,150,y,n,n,,,,ø,,,ø,ø,ø,ø,ø,ø,,,,,
Orc Peon,Medium,Humanoid,Orc,Chaotic evil,,1/2,MaDC,142,n,n,n,,,,ø,,,ø,ø,ø,ø,ø,ø,,,,,
Orc Raid Chief,Medium,Humanoid,Orc,Chaotic evil,,3,MaDC,154,n,n,n,,,,ø,,,ø,ø,ø,ø,ø,ø,,,,,
Orc Ranger,Medium,Humanoid,Orc,Chaotic evil,,5,MaDC,155,n,n,n,,,,ø,,,ø,ø,ø,ø,ø,ø,,,,,
Orc Red Fang of Shargaas,Medium,Humanoid,Orc,Chaotic evil,,3,VGtM,185,n,n,n,,,,x,,,x,x,x,x,x,x,,,,,
Orc Scout,Medium,Humanoid,Orc,Chaotic evil,,1/2,MaDC,157,n,n,n,,,,ø,,,ø,ø,ø,ø,ø,ø,,,,,
Orc Shaman,Medium,Humanoid,Orc,Chaotic evil,,1/2,MaDC,150,y,n,n,,,,ø,,,ø,ø,ø,ø,ø,ø,,,,,
Orc Thug,Medium,Humanoid,Orc,Chaotic evil,,1,MaDC,142,n,n,n,,,,ø,,,ø,ø,ø,ø,ø,ø,,,,,
Orc War Chief,Medium,Humanoid,Orc,Chaotic evil,,4,MM,246,n,n,n,,,,x,,,x,x,x,x,x,x,,,,,
Orc Warlock,Medium,Humanoid,Orc,Chaotic evil,,1/2,MaDC,147,y,n,n,,,,ø,,,ø,ø,ø,ø,ø,ø,,,,,
Orc Warrior,Medium,Humanoid,Orc,Chaotic evil,,2,MaDC,158,n,n,n,,,,ø,,,ø,ø,ø,ø,ø,ø,,,,,
Orcus,Huge,Fiend,"Demon, Lord",Chaotic evil,,26,MToF,153,y,y,y,,,,,,,,,,,,,,,ø,,
Orcus,Huge,Fiend,Demon,Chaotic evil,,26,OotA,245,y,y,y,,,,,,,,,,,,,,,ø,,
Oreioth,Medium,Humanoid,Human,Chaotic evil,,2,PotA,211,y,n,n,,,,,,,,,,,,,,,,,
Origami warrior,Medium,Construct,,Unaligned,,1/8,FEF,180,n,n,n,,,,x,x,x,x,x,x,x,x,x,,x,,,
Orobas Devil,Large,Fiend,Devil,Lawful evil,,14,ToB,111,y,n,n,,,,,,,,,,,,,,,ø,,
Orog,Medium,Humanoid,Orc,Chaotic evil,,2,MM,247,n,n,n,,,,x,,,x,x,x,x,,x,,,,,
Orthon,Large,Fiend,Devil,Lawful evil,,10,MToF,169,n,n,n,,,,,,x,,,,,,x,,x,ø,,
Orthrus,Medium,Monstrosity,,Lawful neutral,,3,CC,292,n,n,n,,,,,,,,,,,,,,,,,
Orzhov Giant,Large,Giant,,Lawful evil,,6,GGtR,202,n,n,n,,,,,,,,,,,,,,ø,,,
Ostinato,Medium,Aberration,,Chaotic neutral,,4,ToB,312,n,n,n,,,,,,,,,,,,,,ø,,,
Oth,Large,Aberration,Shoth,Lawful neutral,,5,CC,333,n,n,n,,,,,,,,,,,,,,,,,
Otyugh,Large,Aberration,,Neutral,,5,MM,248,n,n,n,,,,,,,,,,,,x,,,,,
Ouroban Dragonborn,Medium,Humanoid,Dragonborn,Lawful neutral,,11,CC,125,y,n,n,"Devastate, Fire Absorption, Spellcasting","Heavy Crossbow, Fire Breath, Abyssal Fires",,,,,,,,,,,,,,,
Ouroboros,Huge,Dragon,Dragon,Neutral,,6,CC,293,n,y,n,,,,,,,,,,,,,,,,,
Owl,Tiny,Beast,,Unaligned,,0,MM,333,n,n,n,,,,x,,,x,,,,,,,,,,
Owl Harpy,Medium,Monstrosity,,Neutral evil,,5,ToB,246,y,n,n,,,,,ø,,ø,,ø,ø,,,,,,,
Owlbear,Large,Monstrosity,,Unaligned,,3,LMoP,61,n,n,n,,,,,,,ø,,,,,,,,,,
Owlbear,Large,Monstrosity,,Unaligned,,3,MM,249,n,n,n,,,,,,,x,,,,,,,,,,
Owlbear Matron,Large,Monstrosity,,Unaligned,,5,MaDC,159,n,n,n,,,,,,,ø,,,,,,,,,,
Owlwere,Small,Monstrosity,Shapechanger,Chaotic evil,,1/2,FEF,229,n,n,n,,,,,,,x,x,x,,,x,,,,,
Pact Devil,Large,Fiend,Devil,Lawful evil,,9,MaDC,160,n,n,n,,,,,,,,,,,,,,ø,ø,,
Pact Drake,Small,Dragon,Drake,Lawful neutral,,1,CC,130,y,n,n,"Binding Witness, Sense Falsehood, Innate Spellcasting","Multiattack, Claw, Bite, Enforced Diplomacy, Punish Transgressor",,,,,,,,,,,,x,,,
Pact Lich,Medium,Undead,,Any evil,,15,CC,254,y,y,y,,,,,,,,,,,,,,,,,
Paige Truestrike,Medium,Humanoid,Human,Unaligned,,20,MaDC,97,y,y,n,,,,,,,,,,,,,,ø,,,
Panther,Medium,Beast,"Leopard, Cougar",Unaligned,,1/4,MM,333,n,n,n,,,,,,,x,x,x,,,,,,,,
Paper Drake,Small,Dragon,,Neutral,,2,ToB,154,n,n,n,,,,,,,,,,,,,,ø,,,
Paper Golem,Tiny,Construct,,Unaligned,,1/4,CC,204,n,n,n,,,,,,,,,,,,,,x,,,
Paper Golem Swarm,Medium,Construct,Swarm,Unaligned,,3,CC,204,n,n,n,,,,,,,,,,,,,,,,,
Pech,Small,Fey,,Neutral good,,1/4,FEF,181,y,n,n,,,,,,,,,,,,x,,,x,,
Pech,Small,Elemental,,Neutral good,,2,CC,294,n,n,n,,,,,,,,,,,,,,,,,
Pech Lithlord,Small,Elemental,,Neutral good,,7,CC,295,y,n,n,,,,,,,,,,,,,,,,,
Pech Stonemaster,Small,Elemental,,Neutral good,,4,CC,295,y,n,n,,,,,,,,,,,,,,,,,
Pegasus,Large,Celestial,,Chaotic good,,2,MM,250,n,n,n,,,,,,,x,x,x,,,,,,,,
Peluda Drake,Large,Dragon,Drake,Chaotic neutral,,3,CC,131,n,n,n,"Quill Regrowth, Spiky Hide","Bite, Tail, Quill, Breath Weapon",,,,,,,,,,,,,,,
Pentadrone,Large,Construct,Modron,Lawful neutral,,2,MM,226,n,n,n,,,,,,,,,,,,,,,ø,,
Peryton,Medium,Monstrosity,,Chaotic evil,,2,MM,251,n,n,n,,,,,,,,,x,x,,,,,,,
Pestie Mite,Small,Fey,,Lawful evil,,1/4,FEF,172,y,n,n,,,,,,,,,,,,x,,,,,
Phantom,Medium,Undead,,Any,,1,CC,296,n,n,n,,,,x,x,x,x,x,x,x,x,x,x,x,,,
Phantom Warrior,Medium,Undead,,Any Alignment,,3,CoS,235,n,n,n,,,,,ø,ø,ø,ø,ø,,ø,,,ø,,,
Pharblex Spattergoo,Medium,Humanoid,Bullywug,Chaotic evil,,3,HotDQ,91,y,n,n,,,,,,,,,,,,,,,,,
Phase Spider,Large,Monstrosity,,Unaligned,,3,MM,334,n,n,n,,,,,,x,x,x,x,,,x,,x,,,
Phelddagrif,Huge,Celestial,,Neutral good,,5,MaDC,161,n,n,n,,,,,ø,,ø,ø,,,,,,,,,
Philosopher's Ghost,Medium,Ooze,,Unaligned,,4,CC,297,n,n,n,,,,,,,,,,,,,,,,,
Phoenix,Gargantuan,Elemental,Elder elemental,Neutral,,16,MToF,199,n,y,n,,,,,,x,,,,x,,,,,,,
Phycomid,Small,Plant,Fungus,Neutral evil,,1/2,FEF,182,n,n,n,,,,,,,,,,,,x,,,,,
Piasa,Large,Dragon,Dragon,Unaligned,,6,CC,298,n,n,n,,,,,,,,,,,,,,,,,
Pidlwick II,Small,Construct,,Neutral evil,,1/4,CoS,236,n,n,n,,,,,,,,,,,,,,ø,,,
Piercer,Medium,Monstrosity,,Unaligned,,1/2,MM,252,n,n,n,,,,,,,,,,,,x,,,,,
Pillar of the Lost Magocracy,Huge,Construct,,Chaotic neutral,,4,CC,299,n,n,n,,,,,,,,,,,,,,,,,
Pirate Axe Thrower,Medium,Humanoid,,Any non-lawful,,2,MaDC,163,n,n,n,,,,,ø,,,,,,,,,ø,,,
